Methods,,Subjects,Tract,Distance
Proposed,18633,3105,CC,5.117221399230184
Proposed,18634,3105,CG,4.341105572432978
Proposed,18635,3105,CST,3.4342547952810896
Proposed,18636,3106,AF,7.710383553862402
Proposed,18637,3106,ATR,3.2895848067158866
Proposed,18638,3106,CA,4.5706487291591715
Proposed,18639,3106,CC,4.81051711475077
Proposed,18640,3106,CG,4.312643711868759
Proposed,18641,3106,CST,2.845538676464097
Proposed,18642,3107,AF,7.98295671712218
Proposed,18643,3107,ATR,3.473997107592255
Proposed,18644,3107,CA,4.735847105153391
Proposed,18645,3107,CC,5.592295965325189
Proposed,18646,3107,CG,4.625803966497833
Proposed,18647,3107,CST,3.7560229713800473
Proposed,18648,3108,AF,7.333363664373637
Proposed,18649,3108,ATR,3.269244251684938
Proposed,18650,3108,CA,3.9361489448508458
Proposed,18651,3108,CC,5.044673842202253
Proposed,18652,3108,CG,4.724418087787204
Proposed,18653,3108,CST,3.4281694759339723
Proposed,18654,3109,AF,7.851060035358572
Proposed,18655,3109,ATR,3.6673284864185187
Proposed,18656,3109,CA,5.382715486077916
Proposed,18657,3109,CC,5.542220640502524
Proposed,18658,3109,CG,4.374636033079039
Proposed,18659,3109,CST,4.103100873932524
Proposed,18660,3110,AF,6.846993797875753
Proposed,18661,3110,ATR,3.3670380491027734
Proposed,18662,3110,CA,3.117508670347391
Proposed,18663,3110,CC,4.8690045039366945
Proposed,18664,3110,CG,5.067822973163927
Proposed,18665,3110,CST,3.6102714561076836
Proposed,18666,3111,AF,8.309220284503997
Proposed,18667,3111,ATR,2.613725513340947
Proposed,18668,3111,CA,2.3936203881600604
Proposed,18669,3111,CC,5.449822789370353
Proposed,18670,3111,CG,4.666805625578031
Proposed,18671,3111,CST,2.8331310215484966
Proposed,18672,3112,AF,6.163484398280674
Proposed,18673,3112,ATR,2.6769441213005543
Proposed,18674,3112,CA,2.816134372576949
Proposed,18675,3112,CC,5.0932432898648115
Proposed,18676,3112,CG,5.102839117922352
Proposed,18677,3112,CST,3.7528995796922
Proposed,18678,3113,AF,7.217937248896706
Proposed,18679,3113,ATR,3.1428214120809934
Proposed,18680,3113,CA,4.807342414893326
Proposed,18681,3113,CC,5.629155417884873
Proposed,18682,3113,CG,4.173264560086932
Proposed,18683,3113,CST,2.8663353242033485
Proposed,18684,3114,AF,7.49206469972444
Proposed,18685,3114,ATR,3.842983979593142
Proposed,18686,3114,CA,4.785365144942817
Proposed,18687,3114,CC,4.853067956687133
Proposed,18688,3114,CG,3.8698309528711974
Proposed,18689,3114,CST,5.420902751979747
Proposed,18690,3115,AF,6.069664714569157
Proposed,18691,3115,ATR,3.2886705101997715
Proposed,18692,3115,CA,6.311740153900751
Proposed,18693,3115,CC,5.438119089707243
Proposed,18694,3115,CG,4.361507131935585
Proposed,18695,3115,CST,5.6123766103493935
Proposed,18696,3116,AF,7.3642254373927845
Proposed,18697,3116,ATR,3.069775534732488
Proposed,18698,3116,CA,4.778419560667558
Proposed,18699,3116,CC,5.346968881449211
Proposed,18700,3116,CG,3.745035402611823
Proposed,18701,3116,CST,3.0670913948837932
Proposed,18702,3117,AF,5.922091548359509
Proposed,18703,3117,ATR,2.998741906106392
Proposed,18704,3117,CA,5.352091268912476
Proposed,18705,3117,CC,5.403518909320425
Proposed,18706,3117,CG,4.28575018822133
Proposed,18707,3117,CST,3.7070163253229556
Proposed,18708,3118,AF,7.816367305924386
Proposed,18709,3118,ATR,4.1080534285264765
Proposed,18710,3118,CA,4.984837372126371
Proposed,18711,3118,CC,5.41367245926177
Proposed,18712,3118,CG,4.579034028629801
Proposed,18713,3118,CST,4.8476516937385465
Proposed,18714,3119,AF,8.763727311662871
Proposed,18715,3119,ATR,3.2401681897586148
Proposed,18716,3119,CA,5.453372224327426
Proposed,18717,3119,CC,5.293078336091435
Proposed,18718,3119,CG,4.45507747024315
Proposed,18719,3119,CST,3.8132064071215765
Proposed,18720,3120,AF,5.6834586432026
Proposed,18721,3120,ATR,3.594543149467503
Proposed,18722,3120,CA,5.447817012697924
Proposed,18723,3120,CC,5.514464859753005
Proposed,18724,3120,CG,4.865744768160214
Proposed,18725,3120,CST,4.4945394576486155
Proposed,18726,3121,AF,5.564593009976829
Proposed,18727,3121,ATR,3.7367721594064833
Proposed,18728,3121,CA,5.459108671491665
Proposed,18729,3121,CC,6.237413484888184
Proposed,18730,3121,CG,4.542461813562781
Proposed,18731,3121,CST,3.5977337136847365
Proposed,18732,3122,AF,5.790393022617642
Proposed,18733,3122,ATR,3.2673517666380305
Proposed,18734,3122,CA,5.088700809283703
Proposed,18735,3122,CC,5.604107114955676
Proposed,18736,3122,CG,4.046199670527531
Proposed,18737,3122,CST,4.466651657433225
Proposed,18738,3123,AF,6.238154628975549
Proposed,18739,3123,ATR,3.6793183359843944
Proposed,18740,3123,CA,5.504999543956998
Proposed,18741,3123,CC,5.424777468798552
Proposed,18742,3123,CG,4.712524177935811
Proposed,18743,3123,CST,3.135459612704993
Proposed,18744,3124,AF,5.715665344851983
Proposed,18745,3124,ATR,3.218053076952835
Proposed,18746,3124,CA,3.7894503286445826
Proposed,18747,3124,CC,7.22601542686194
Proposed,18748,3124,CG,4.80803776723084
Proposed,18749,3124,CST,4.164729023523443
Proposed,18750,3125,AF,5.35946067046315
Proposed,18751,3125,ATR,3.6009806735967715
Proposed,18752,3125,CA,6.713378391557626
Proposed,18753,3125,CC,5.875326649314811
Proposed,18754,3125,CG,4.159785808772821
Proposed,18755,3125,CST,2.9492633851866286
Proposed,18756,3126,AF,5.586152392849136
Proposed,18757,3126,ATR,3.51692423526792
Proposed,18758,3126,CA,7.455256212799628
Proposed,18759,3126,CC,5.545615381773796
Proposed,18760,3126,CG,4.261639495049458
Proposed,18761,3126,CST,3.3501392391417237
Proposed,18762,3127,AF,6.0168594705714975
Proposed,18763,3127,ATR,3.52946441048695
Proposed,18764,3127,CA,7.38942626128783
Proposed,18765,3127,CC,6.238356680921764
Proposed,18766,3127,CG,4.898879429530719
Proposed,18767,3127,CST,4.004132916225039
Proposed,18768,3128,AF,6.77168615803476
Proposed,18769,3128,ATR,3.4253951202731816
Proposed,18770,3128,CA,9.58159361049443
Proposed,18771,3128,CC,5.2089572093941605
Proposed,18772,3128,CG,5.27834904805063
Proposed,18773,3128,CST,3.3059406193555168
Proposed,18774,3129,AF,4.533788445433069
Proposed,18775,3129,ATR,3.702256386595216
Proposed,18776,3129,CA,5.847796250161788
Proposed,18777,3129,CC,6.091970913049182
Proposed,18778,3129,CG,4.10625531631769
Proposed,18779,3129,CST,3.569761796188828
Proposed,18780,3130,AF,4.955911542761352
Proposed,18781,3130,ATR,3.6137237406448404
Proposed,18782,3130,CA,3.949101124452507
Proposed,18783,3130,CC,6.636057891299512
Proposed,18784,3130,CG,4.454646140064924
Proposed,18785,3130,CST,3.3743848873288154
Proposed,18786,3131,AF,6.456988999281777
Proposed,18787,3131,ATR,3.7626465367385897
Proposed,18788,3131,CA,8.898083416285415
Proposed,18789,3131,CC,6.772634392940379
Proposed,18790,3131,CG,5.203755944522312
Proposed,18791,3131,CST,3.6420078566725715
Proposed,18792,3132,AF,6.596356400380681
Proposed,18793,3132,ATR,4.102211419516563
Proposed,18794,3132,CA,4.29635842568917
Proposed,18795,3132,CC,6.13849144988461
Proposed,18796,3132,CG,5.072131723398087
Proposed,18797,3132,CST,3.6528837358810025
Proposed,18798,3133,AF,5.642675064078051
Proposed,18799,3133,ATR,3.547628563095932
Proposed,18800,3133,CA,2.6238048603145354
Proposed,18801,3133,CC,5.522757791128688
Proposed,18802,3133,CG,4.199008492053669
Proposed,18803,3133,CST,3.135644986402675
Proposed,18804,3134,AF,5.146930170476962
Proposed,18805,3134,ATR,3.4975544616574896
Proposed,18806,3134,CA,5.137416985816926
Proposed,18807,3134,CC,5.221710921223927
Proposed,18808,3134,CG,4.706199249682712
Proposed,18809,3134,CST,3.8005309862055694
Proposed,18810,3135,AF,5.603715949709628
Proposed,18811,3135,ATR,3.414426308724087
Proposed,18812,3135,CA,4.093055551737937
Proposed,18813,3135,CC,6.3649421116771006
Proposed,18814,3135,CG,5.0709750383690135
Proposed,18815,3135,CST,4.965911027536216
Proposed,18816,3136,AF,6.149668187199924
Proposed,18817,3136,ATR,3.4589019314449163
Proposed,18818,3136,CA,7.599109268075463
Proposed,18819,3136,CC,5.713280366669263
Proposed,18820,3136,CG,4.341043546056078
Proposed,18821,3136,CST,3.947838542289615
Proposed,18822,3137,AF,7.744159661300102
Proposed,18823,3137,ATR,4.115647476459917
Proposed,18824,3137,CA,6.064544483913091
Proposed,18825,3137,CC,5.683931002112184
Proposed,18826,3137,CG,4.381555235401921
Proposed,18827,3137,CST,3.6666659522320106
Proposed,18828,3138,AF,5.994621680150214
Proposed,18829,3138,ATR,3.4436243097621326
Proposed,18830,3138,CA,4.949568641614254
Proposed,18831,3138,CC,5.233196104044657
Proposed,18832,3138,CG,4.5728144340452666
Proposed,18833,3138,CST,4.511750419945661
Proposed,18834,3139,AF,6.367782321134635
Proposed,18835,3139,ATR,3.771841645360483
Proposed,18836,3139,CA,7.9617181224435996
Proposed,18837,3139,CC,5.766654534409427
Proposed,18838,3139,CG,4.560463879103999
Proposed,18839,3139,CST,3.6492216910906383
Proposed,18840,3140,AF,5.890015420871147
Proposed,18841,3140,ATR,3.8101192224913145
Proposed,18842,3140,CA,7.160266680153809
Proposed,18843,3140,CC,6.276810940988708
Proposed,18844,3140,CG,4.963240909253309
Proposed,18845,3140,CST,3.4678163638154125
Proposed,18846,3141,AF,5.7314439552164265
Proposed,18847,3141,ATR,3.365238762050012
Proposed,18848,3141,CA,6.330194750797674
Proposed,18849,3141,CC,5.988122993993403
Proposed,18850,3141,CG,4.557284251632012
Proposed,18851,3141,CST,3.250606019434185
Proposed,18852,3142,AF,5.0106222264218365
Proposed,18853,3142,ATR,3.497439532294899
Proposed,18854,3142,CA,7.572152786020931
Proposed,18855,3142,CC,5.874501626130719
Proposed,18856,3142,CG,4.584248965879398
Proposed,18857,3142,CST,4.362280372671325
Proposed,18858,3143,AF,5.674862959665408
Proposed,18859,3143,ATR,3.9469069525988636
Proposed,18860,3143,CA,8.478183124466472
Proposed,18861,3143,CC,5.446513373785895
Proposed,18862,3143,CG,4.666626742421397
Proposed,18863,3143,CST,4.065819949764213
Proposed,18864,3144,AF,6.446472448077693
Proposed,18865,3144,ATR,3.740415300452631
Proposed,18866,3144,CA,6.299014247173847
Proposed,18867,3144,CC,5.568143925568823
Proposed,18868,3144,CG,4.420306234569818
Proposed,18869,3144,CST,3.655411260085151
Proposed,18870,3145,AF,5.492955729809804
Proposed,18871,3145,ATR,3.896334075332671
Proposed,18872,3145,CA,5.631248395987738
Proposed,18873,3145,CC,6.104875949207079
Proposed,18874,3145,CG,3.826974474828743
Proposed,18875,3145,CST,4.351075012972915
Proposed,18876,3146,AF,6.083175206573955
Proposed,18877,3146,ATR,3.420601087218471
Proposed,18878,3146,CA,7.954181260622993
Proposed,18879,3146,CC,4.914723994210139
Proposed,18880,3146,CG,4.607580668738991
Proposed,18881,3146,CST,5.719017936773414
Proposed,18882,3147,AF,5.5024390046278615
Proposed,18883,3147,ATR,3.5647906892541625
Proposed,18884,3147,CA,7.156073003445999
Proposed,18885,3147,CC,5.666720356738287
Proposed,18886,3147,CG,3.627382400273776
Proposed,18887,3147,CST,4.583953524198811
Proposed,18888,3148,AF,5.784424842609666
Proposed,18889,3148,ATR,3.501631511608458
Proposed,18890,3148,CA,4.9299281718066625
Proposed,18891,3148,CC,6.076721038071798
Proposed,18892,3148,CG,4.590782995659363
Proposed,18893,3148,CST,5.051868416643836
Proposed,18894,3149,AF,6.5738442753358015
Proposed,18895,3149,ATR,4.4898494837367675
Proposed,18896,3149,CA,2.6445150124225494
Proposed,18897,3149,CC,6.175739672642567
Proposed,18898,3149,CG,5.055674309892847
Proposed,18899,3149,CST,4.630207563019188
Proposed,18900,3150,AF,6.0355555730722
Proposed,18901,3150,ATR,3.141860757255021
Proposed,18902,3150,CA,11.373134327780605
Proposed,18903,3150,CC,5.715629240514758
Proposed,18904,3150,CG,4.37428998359499
Proposed,18905,3150,CST,3.8212076571102536
Proposed,18906,3151,AF,5.685368774368226
Proposed,18907,3151,ATR,3.8928304590587075
Proposed,18908,3151,CA,4.192150022571958
Proposed,18909,3151,CC,5.645232722732044
Proposed,18910,3151,CG,5.471571060319771
Proposed,18911,3151,CST,3.720632326222676
Proposed,18912,3152,AF,5.364722733749611
Proposed,18913,3152,ATR,3.183809903573452
Proposed,18914,3152,CA,4.6247642635172035
Proposed,18915,3152,CC,5.608465223496643
Proposed,18916,3152,CG,4.466400522440051
Proposed,18917,3152,CST,4.054660767786797
Proposed,18918,3153,AF,5.281659164749949
Proposed,18919,3153,ATR,3.875382796535534
Proposed,18920,3153,CA,6.840754085646696
Proposed,18921,3153,CC,6.481934985351279
Proposed,18922,3153,CG,4.027466792018356
Proposed,18923,3153,CST,5.217427877335731
Proposed,18924,3154,AF,4.966392044686532
Proposed,18925,3154,ATR,3.5346393918757912
Proposed,18926,3154,CA,5.7998505730533845
Proposed,18927,3154,CC,5.852076976802597
Proposed,18928,3154,CG,4.689449856635765
Proposed,18929,3154,CST,3.467191497893767
Proposed,18930,3155,AF,5.451882386987469
Proposed,18931,3155,ATR,3.4589879698815533
Proposed,18932,3155,CA,3.549680338709541
Proposed,18933,3155,CC,6.501332215500603
Proposed,18934,3155,CG,4.534283105209955
Proposed,18935,3155,CST,4.315549811561819
Proposed,18936,3156,AF,5.58725911423938
Proposed,18937,3156,ATR,3.3584396800500222
Proposed,18938,3156,CA,6.564251592277683
Proposed,18939,3156,CC,6.1867810343346115
Proposed,18940,3156,CG,5.156633987629448
Proposed,18941,3156,CST,3.74352259224214
Proposed,18942,3157,AF,5.708894929156143
Proposed,18943,3157,ATR,4.144473507538991
Proposed,18944,3157,CA,6.712794220301747
Proposed,18945,3157,CC,6.722220815884825
Proposed,18946,3157,CG,4.634613509269507
Proposed,18947,3157,CST,3.8841590262253414
Proposed,18948,3158,AF,5.652153397865066
Proposed,18949,3158,ATR,3.2028765851606344
Proposed,18950,3158,CA,4.475293977300149
Proposed,18951,3158,CC,5.208136432434651
Proposed,18952,3158,CG,4.133472847116282
Proposed,18953,3158,CST,4.660059332566478
Proposed,18954,3159,AF,5.539787633262739
Proposed,18955,3159,ATR,3.205824315201846
Proposed,18956,3159,CA,6.829208736139637
Proposed,18957,3159,CC,5.9883551241334425
Proposed,18958,3159,CG,3.7531073114607842
Proposed,18959,3159,CST,3.88763674399341
Proposed,18960,3160,AF,5.177715762630063
Proposed,18961,3160,ATR,4.466939004675483
Proposed,18962,3160,CA,4.93062665498908
Proposed,18963,3160,CC,5.816425735654772
Proposed,18964,3160,CG,4.603597112614667
Proposed,18965,3160,CST,4.247423411699188
Proposed,18966,3161,AF,5.266966759266134
Proposed,18967,3161,ATR,3.4946631130624572
Proposed,18968,3161,CA,7.11693292814623
Proposed,18969,3161,CC,5.693678625313055
Proposed,18970,3161,CG,5.256867599694757
Proposed,18971,3161,CST,3.418110237800268
Proposed,18972,3162,AF,5.524126743369658
Proposed,18973,3162,ATR,3.9754724117970217
Proposed,18974,3162,CA,7.066513891265114
Proposed,18975,3162,CC,6.187447356307627
Proposed,18976,3162,CG,5.017514612378381
Proposed,18977,3162,CST,4.0388589270163395
Proposed,18978,3163,AF,7.999933822070785
Proposed,18979,3163,ATR,4.265430864025706
Proposed,18980,3163,CA,4.954633296535994
Proposed,18981,3163,CC,6.408307752893479
Proposed,18982,3163,CG,4.261600305625657
Proposed,18983,3163,CST,4.423141447048525
Proposed,18984,3164,AF,6.298098786310609
Proposed,18985,3164,ATR,3.944059945252119
Proposed,18986,3164,CA,5.39842442229154
Proposed,18987,3164,CC,5.627840062349175
Proposed,18988,3164,CG,4.182752601093265
Proposed,18989,3164,CST,3.7659150267990094
Proposed,18990,3165,AF,5.2396458564208785
Proposed,18991,3165,ATR,3.181326615029131
Proposed,18992,3165,CA,4.938102980733359
Proposed,18993,3165,CC,5.740835570265479
Proposed,18994,3165,CG,4.822256647542546
Proposed,18995,3165,CST,5.105736170731649
Proposed,18996,3166,AF,5.854035429764368
Proposed,18997,3166,ATR,3.4572170347147964
Proposed,18998,3166,CA,4.133983202923742
Proposed,18999,3166,CC,5.843404986059518
Proposed,19000,3166,CG,4.234449103325136
Proposed,19001,3166,CST,4.071744093099535
Proposed,19002,3167,AF,5.8920318564328005
Proposed,19003,3167,ATR,3.4906763573798254
Proposed,19004,3167,CA,3.8406771819987555
Proposed,19005,3167,CC,6.526537450675833
Proposed,19006,3167,CG,5.255779476708777
Proposed,19007,3167,CST,3.8714961664628698
Proposed,19008,3168,AF,5.738839212011428
Proposed,19009,3168,ATR,3.8345053041234087
Proposed,19010,3168,CA,4.550573379652753
Proposed,19011,3168,CC,6.409499526354766
Proposed,19012,3168,CG,4.723618523048865
Proposed,19013,3168,CST,4.125474639314501
Proposed,19014,3169,AF,4.3084528802040865
Proposed,19015,3169,ATR,3.3175924925096023
Proposed,19016,3169,CA,6.776673234654531
Proposed,19017,3169,CC,6.23802128597779
Proposed,19018,3169,CG,4.8404599690527155
Proposed,19019,3169,CST,4.840798601924745
Proposed,19020,3170,AF,5.6577420719608105
Proposed,19021,3170,ATR,3.2316713806717914
Proposed,19022,3170,CA,6.048501423358908
Proposed,19023,3170,CC,5.436970535758968
Proposed,19024,3170,CG,4.1440993415738605
Proposed,19025,3170,CST,4.394929029660274
Proposed,19026,3171,AF,5.687911180224624
Proposed,19027,3171,ATR,3.0563619877237844
Proposed,19028,3171,CA,7.373367067673085
Proposed,19029,3171,CC,5.858681537273517
Proposed,19030,3171,CG,4.373356365846987
Proposed,19031,3171,CST,3.601126094625005
Proposed,19032,3172,AF,7.094291228431604
Proposed,19033,3172,ATR,3.6567826105216965
Proposed,19034,3172,CA,7.990222484077754
Proposed,19035,3172,CC,5.147198114431274
Proposed,19036,3172,CG,4.734115750971756
Proposed,19037,3172,CST,3.50926707146574
Proposed,19038,3173,AF,4.908954392228982
Proposed,19039,3173,ATR,3.4307610677138847
Proposed,19040,3173,CA,5.910456436286788
Proposed,19041,3173,CC,6.926245158512314
Proposed,19042,3173,CG,4.842010415515969
Proposed,19043,3173,CST,3.9197765253842918
Proposed,19044,3174,AF,5.568753688779421
Proposed,19045,3174,ATR,4.554191137374644
Proposed,19046,3174,CA,6.790693815179817
Proposed,19047,3174,CC,5.587846488126251
Proposed,19048,3174,CG,5.652424494696358
Proposed,19049,3174,CST,5.7324444816908215
Proposed,19050,3175,AF,5.078443038546214
Proposed,19051,3175,ATR,3.5959280028347895
Proposed,19052,3175,CA,4.8908653066791645
Proposed,19053,3175,CC,6.015193410624824
Proposed,19054,3175,CG,4.274982285695864
Proposed,19055,3175,CST,6.701174507207635
Proposed,19056,3176,AF,5.1972941751279675
Proposed,19057,3176,ATR,2.851890609129239
Proposed,19058,3176,CA,4.655701651214978
Proposed,19059,3176,CC,5.989948771191987
Proposed,19060,3176,CG,4.218882865716799
Proposed,19061,3176,CST,3.9869258406555947
Proposed,19062,3177,AF,6.302807993829658
Proposed,19063,3177,ATR,3.595371565842237
Proposed,19064,3177,CA,3.9039100030793823
Proposed,19065,3177,CC,5.588612625385084
Proposed,19066,3177,CG,4.357675557363844
Proposed,19067,3177,CST,3.446122174362765
Proposed,19068,3178,AF,6.446035135440605
Proposed,19069,3178,ATR,3.7944924518320486
Proposed,19070,3178,CA,5.820593557632478
Proposed,19071,3178,CC,5.609084299218538
Proposed,19072,3178,CG,4.401423271732867
Proposed,19073,3178,CST,4.7577603126812384
Proposed,19074,3179,AF,5.856499634076067
Proposed,19075,3179,ATR,3.732048451271664
Proposed,19076,3179,CA,4.011996089412657
Proposed,19077,3179,CC,5.277062622991974
Proposed,19078,3179,CG,4.889395727692821
Proposed,19079,3179,CST,4.041108343005086
Proposed,19080,3180,AF,6.246794216352247
Proposed,19081,3180,ATR,2.76378678033447
Proposed,19082,3180,CA,2.7489216632027196
Proposed,19083,3180,CC,5.010630538402935
Proposed,19084,3180,CG,5.3951422825090996
Proposed,19085,3180,CST,5.070218883624275
Proposed,19086,3181,AF,6.8955043763545305
Proposed,19087,3181,ATR,3.3650734537756324
Proposed,19088,3181,CA,2.9164445750691157
Proposed,19089,3181,CC,4.646697309933366
Proposed,19090,3181,CG,4.994154913478915
Proposed,19091,3181,CST,5.175341663743447
Proposed,19092,3182,AF,5.70548186378774
Proposed,19093,3182,ATR,3.344547291480281
Proposed,19094,3182,CA,2.092470024529217
Proposed,19095,3182,CC,5.01840271299841
Proposed,19096,3182,CG,3.6442093973230687
Proposed,19097,3182,CST,4.821776654000636
Proposed,19098,3183,AF,6.025027788892656
Proposed,19099,3183,ATR,2.5861928425277227
Proposed,19100,3183,CA,1.7387336884645779
Proposed,19101,3183,CC,5.522525822365314
Proposed,19102,3183,CG,3.512322470010533
Proposed,19103,3183,CST,4.824514072232538
Proposed,19104,3184,AF,6.947815215406507
Proposed,19105,3184,ATR,2.732242733368026
Proposed,19106,3184,CA,5.630478197312861
Proposed,19107,3184,CC,4.97550923040299
Proposed,19108,3184,CG,3.980570461720139
Proposed,19109,3184,CST,3.9395302138710284
Proposed,19110,3185,AF,6.898201906914302
Proposed,19111,3185,ATR,3.5368577679991997
Proposed,19112,3185,CA,5.7214042207526
Proposed,19113,3185,CC,4.746752641684783
Proposed,19114,3185,CG,3.483729435652962
Proposed,19115,3185,CST,5.445312118239668
Proposed,19116,3186,AF,5.4845682968199725
Proposed,19117,3186,ATR,3.5178292600331016
Proposed,19118,3186,CA,3.891753375204109
Proposed,19119,3186,CC,5.794836970269065
Proposed,19120,3186,CG,5.371996375092374
Proposed,19121,3186,CST,4.396735800372832
Proposed,19122,3187,AF,6.888079984341619
Proposed,19123,3187,ATR,2.7124362429707074
Proposed,19124,3187,CA,3.5175333981179833
Proposed,19125,3187,CC,4.841769600059568
Proposed,19126,3187,CG,3.837425650767808
Proposed,19127,3187,CST,3.9123480794713403
Proposed,19128,3188,AF,5.130502876259903
Proposed,19129,3188,ATR,3.1497836588709776
Proposed,19130,3188,CA,2.1323738607668594
Proposed,19131,3188,CC,4.6910534944673214
Proposed,19132,3188,CG,4.592134263964432
Proposed,19133,3188,CST,3.471997956516231
Proposed,19134,3189,AF,5.580376052583527
Proposed,19135,3189,ATR,2.9172697496747806
Proposed,19136,3189,CA,3.825270645037224
Proposed,19137,3189,CC,5.076069160199735
Proposed,19138,3189,CG,4.111083820373684
Proposed,19139,3189,CST,3.4276009587330027
Proposed,19140,3190,AF,6.300125478604621
Proposed,19141,3190,ATR,3.423969180202861
Proposed,19142,3190,CA,1.9451961685521921
Proposed,19143,3190,CC,5.634088100366747
Proposed,19144,3190,CG,5.43615848770411
Proposed,19145,3190,CST,4.035675154536775
Proposed,19146,3191,AF,5.668150423299992
Proposed,19147,3191,ATR,3.7937002833068942
Proposed,19148,3191,CA,1.7987104310025588
Proposed,19149,3191,CC,5.616230751380683
Proposed,19150,3191,CG,4.307888446015887
Proposed,19151,3191,CST,4.506783258773591
Proposed,19152,3192,AF,5.504505855253962
Proposed,19153,3192,ATR,3.803624458010992
Proposed,19154,3192,CA,4.115349959434559
Proposed,19155,3192,CC,4.913555768075996
Proposed,19156,3192,CG,4.414638159360844
Proposed,19157,3192,CST,4.268634567544994
Proposed,19158,3193,AF,5.041797014110821
Proposed,19159,3193,ATR,3.291332099918205
Proposed,19160,3193,CA,2.7733521233847735
Proposed,19161,3193,CC,5.047818111309121
Proposed,19162,3193,CG,4.543134173263192
Proposed,19163,3193,CST,4.114451695155171
Proposed,19164,3194,AF,4.918216310883196
Proposed,19165,3194,ATR,3.2276408234256064
Proposed,19166,3194,CA,6.126828567577174
Proposed,19167,3194,CC,5.414764566393052
Proposed,19168,3194,CG,5.042271495555177
Proposed,19169,3194,CST,4.139660572774417
Proposed,19170,3195,AF,5.3625487837096735
Proposed,19171,3195,ATR,3.9312577737900076
Proposed,19172,3195,CA,1.82455533891636
Proposed,19173,3195,CC,5.579681401492431
Proposed,19174,3195,CG,4.375247164013921
Proposed,19175,3195,CST,4.2807821234480485
Proposed,19176,3196,AF,7.990491734120502
Proposed,19177,3196,ATR,3.7114629273144786
Proposed,19178,3196,CA,1.7404272940608074
Proposed,19179,3196,CC,5.0411181011822395
Proposed,19180,3196,CG,6.280403546771128
Proposed,19181,3196,CST,4.344083441031722
Proposed,19182,3197,AF,5.579059029529332
Proposed,19183,3197,ATR,3.130143904896899
Proposed,19184,3197,CA,2.828198892663825
Proposed,19185,3197,CC,5.170881510871077
Proposed,19186,3197,CG,3.8350516737696454
Proposed,19187,3197,CST,4.383645363604041
Proposed,19188,3198,AF,4.990702741397237
Proposed,19189,3198,ATR,3.638963099365208
Proposed,19190,3198,CA,3.919569496046657
Proposed,19191,3198,CC,5.770528971573109
Proposed,19192,3198,CG,4.080785596976623
Proposed,19193,3198,CST,4.255706362565632
Proposed,19194,3199,AF,6.028504562986234
Proposed,19195,3199,ATR,3.4234143841172036
Proposed,19196,3199,CA,6.070190010354601
Proposed,19197,3199,CC,5.606501612163469
Proposed,19198,3199,CG,5.907095394878098
Proposed,19199,3199,CST,4.363032054512929
Proposed,19200,3200,AF,5.212801587266176
Proposed,19201,3200,ATR,3.979867641686841
Proposed,19202,3200,CA,1.8498663156123916
Proposed,19203,3200,CC,4.827340341416753
Proposed,19204,3200,CG,3.2720626746237684
Proposed,19205,3200,CST,4.4703844294583
Proposed,19206,3201,AF,5.039559930894904
Proposed,19207,3201,ATR,3.6203355019613324
Proposed,19208,3201,CA,2.478779342202388
Proposed,19209,3201,CC,5.183365607169995
Proposed,19210,3201,CG,3.5967273513075204
Proposed,19211,3201,CST,4.58151737419342
Proposed,19212,3202,AF,5.6651720541973205
Proposed,19213,3202,ATR,3.16397658117016
Proposed,19214,3202,CA,3.3755248539263265
Proposed,19215,3202,CC,5.101695756717041
Proposed,19216,3202,CG,4.66748334004084
Proposed,19217,3202,CST,3.4714559719986666
Proposed,19218,3203,AF,6.802689511189141
Proposed,19219,3203,ATR,3.138503355481868
Proposed,19220,3203,CA,1.7362253284166351
Proposed,19221,3203,CC,4.8087058955086635
Proposed,19222,3203,CG,4.547137448500742
Proposed,19223,3203,CST,5.185093026627857
Proposed,19224,3204,AF,6.458448626205543
Proposed,19225,3204,ATR,3.3512938173780227
Proposed,19226,3204,CA,3.7697569786758165
Proposed,19227,3204,CC,5.367866263081599
Proposed,19228,3204,CG,4.217513901635586
Proposed,19229,3204,CST,4.762652147652256
Proposed,19230,3205,AF,6.28910054274733
Proposed,19231,3205,ATR,2.8127598319209284
Proposed,19232,3205,CA,3.3653334270702344
Proposed,19233,3205,CC,5.044960864393628
Proposed,19234,3205,CG,4.388913152556111
Proposed,19235,3205,CST,5.079152960039732
Proposed,19236,3206,AF,5.296275537191445
Proposed,19237,3206,ATR,3.208492395876794
Proposed,19238,3206,CA,5.26660866847442
Proposed,19239,3206,CC,4.86572197064997
Proposed,19240,3206,CG,5.585813397048929
Proposed,19241,3206,CST,4.701269554656824
Proposed,19242,3207,AF,4.921311941351811
Proposed,19243,3207,ATR,2.9203771843102464
Proposed,19244,3207,CA,2.258010715460101
Proposed,19245,3207,CC,5.098429383477115
Proposed,19246,3207,CG,4.763251977397806
Proposed,19247,3207,CST,5.577316402953359
Proposed,19248,3208,AF,7.336090396052512
Proposed,19249,3208,ATR,3.925556864564709
Proposed,19250,3208,CA,6.0680435867039115
Proposed,19251,3208,CC,5.214846623610481
Proposed,19252,3208,CG,4.509699104423822
Proposed,19253,3208,CST,5.654699438409402
Proposed,19254,3209,AF,5.871413944130337
Proposed,19255,3209,ATR,3.486527426359976
