Methods,,Subjects,Tract,Distance
Proposed,683,113,CST,5.482661149135489
Proposed,684,114,AF,5.1524357699968375
Proposed,685,114,ATR,4.1296217495277485
Proposed,686,114,CA,5.120290321700536
Proposed,687,114,CC,5.012730976045033
Proposed,688,114,CG,5.277591123421159
Proposed,689,114,CST,4.728390483439195
Proposed,690,115,AF,5.403544514516072
Proposed,691,115,ATR,4.074216316396948
Proposed,692,115,CA,2.997769031743179
Proposed,693,115,CC,4.897954824514303
Proposed,694,115,CG,4.95832428523522
Proposed,695,115,CST,3.9033514956511968
Proposed,696,116,AF,5.552974806184235
Proposed,697,116,ATR,4.835216045554078
Proposed,698,116,CA,5.327847424644233
Proposed,699,116,CC,4.94811045768995
Proposed,700,116,CG,4.273415861544989
Proposed,701,116,CST,3.8954557407572534
Proposed,702,117,AF,5.000174071007856
Proposed,703,117,ATR,3.9987027478569463
Proposed,704,117,CA,6.471589697289699
Proposed,705,117,CC,5.641383630696365
Proposed,706,117,CG,4.970309245474869
Proposed,707,117,CST,4.100331711732535
Proposed,708,118,AF,6.206807675148485
Proposed,709,118,ATR,3.4992251715585683
Proposed,710,118,CA,5.709646591863806
Proposed,711,118,CC,5.164355942929716
Proposed,712,118,CG,4.582570058230294
Proposed,713,118,CST,4.652058698006989
Proposed,714,119,AF,5.1969129042321365
Proposed,715,119,ATR,4.064148675314735
Proposed,716,119,CA,3.9604002143426458
Proposed,717,119,CC,4.79424290763316
Proposed,718,119,CG,4.405886788283235
Proposed,719,119,CST,3.7619570196880123
Proposed,720,120,AF,5.527840724548592
Proposed,721,120,ATR,4.919927652007409
Proposed,722,120,CA,6.591886449590914
Proposed,723,120,CC,5.271759460796107
Proposed,724,120,CG,5.007046503996775
Proposed,725,120,CST,3.637106220427272
Proposed,726,121,AF,6.038540224154718
Proposed,727,121,ATR,4.41734831075801
Proposed,728,121,CA,3.839296242491738
Proposed,729,121,CC,4.792262941892677
Proposed,730,121,CG,4.9001456227419355
Proposed,731,121,CST,3.6656476668780433
Proposed,732,122,AF,5.907188843215344
Proposed,733,122,ATR,4.125367038338094
Proposed,734,122,CA,1.8115093188883247
Proposed,735,122,CC,5.287984785288664
Proposed,736,122,CG,4.459739161294232
Proposed,737,122,CST,4.775226251366209
Proposed,738,123,AF,5.561671766009373
Proposed,739,123,ATR,5.352995338009374
Proposed,740,123,CA,3.0565980376438313
Proposed,741,123,CC,5.312070175216564
Proposed,742,123,CG,4.765434733675826
Proposed,743,123,CST,5.736407782160022
Proposed,744,124,AF,5.3902907398754
Proposed,745,124,ATR,5.14512521755675
Proposed,746,124,CA,
Proposed,747,124,CC,5.891651610174372
Proposed,748,124,CG,5.2742550060050855
Proposed,749,124,CST,4.663532699081987
Proposed,750,125,AF,6.4443839849578435
Proposed,751,125,ATR,5.728703024622671
Proposed,752,125,CA,3.945443653391779
Proposed,753,125,CC,5.109997170542948
Proposed,754,125,CG,4.5933948889555785
Proposed,755,125,CST,4.595262627356713
Proposed,756,126,AF,7.044217032210266
Proposed,757,126,ATR,5.381688004980812
Proposed,758,126,CA,2.3691794920034055
Proposed,759,126,CC,5.414712036764664
Proposed,760,126,CG,4.7442843278755005
Proposed,761,126,CST,4.625715579879437
Proposed,762,127,AF,5.050511695132961
Proposed,763,127,ATR,4.416313981716605
Proposed,764,127,CA,3.9451664583887966
Proposed,765,127,CC,5.267696214778247
Proposed,766,127,CG,4.8304435581217895
Proposed,767,127,CST,4.184342633345157
Proposed,768,128,AF,5.630813928179323
Proposed,769,128,ATR,4.661267905427712
Proposed,770,128,CA,6.5829137197678085
Proposed,771,128,CC,5.331728603303031
Proposed,772,128,CG,5.505539895814369
Proposed,773,128,CST,4.8651252908399405
Proposed,774,129,AF,5.733371856891358
Proposed,775,129,ATR,3.6789526600744282
Proposed,776,129,CA,4.9225866022163896
Proposed,777,129,CC,5.091513832256985
Proposed,778,129,CG,4.968346388111535
Proposed,779,129,CST,4.609431801295157
Proposed,780,130,AF,5.805533018154698
Proposed,781,130,ATR,4.169164076010961
Proposed,782,130,CA,3.9261156438409666
Proposed,783,130,CC,5.271782653451574
Proposed,784,130,CG,4.289443371050978
Proposed,785,130,CST,3.8021148355651087
Proposed,786,131,AF,5.645384546527497
Proposed,787,131,ATR,3.8385971884996875
Proposed,788,131,CA,1.4773976474154111
Proposed,789,131,CC,5.194148420665146
Proposed,790,131,CG,5.478709011732957
Proposed,791,131,CST,4.434967913511778
Proposed,792,132,AF,5.316701374883461
Proposed,793,132,ATR,5.772440680957938
Proposed,794,132,CA,7.065291640317898
Proposed,795,132,CC,5.340261100919746
Proposed,796,132,CG,6.109856759694075
Proposed,797,132,CST,4.849596688363926
Proposed,798,133,AF,5.151576590291903
Proposed,799,133,ATR,3.212229081662114
Proposed,800,133,CA,1.346875245310915
Proposed,801,133,CC,5.315871628999742
Proposed,802,133,CG,4.766575658232756
Proposed,803,133,CST,4.789659976159849
Proposed,804,134,AF,6.253009737762335
Proposed,805,134,ATR,3.9970171732626385
Proposed,806,134,CA,1.3176667503801485
Proposed,807,134,CC,5.400251116435593
Proposed,808,134,CG,4.589442603769973
Proposed,809,134,CST,4.670563975806857
Proposed,810,135,AF,5.770499931305377
Proposed,811,135,ATR,4.059284537631828
Proposed,812,135,CA,5.662004910795279
Proposed,813,135,CC,5.156233612851078
Proposed,814,135,CG,5.36333255013505
Proposed,815,135,CST,4.281205566229612
Proposed,816,136,AF,5.172741469794662
Proposed,817,136,ATR,3.560555298498948
Proposed,818,136,CA,5.246101254402342
Proposed,819,136,CC,5.766123900797583
Proposed,820,136,CG,4.591913419963662
Proposed,821,136,CST,4.562927043016408
Proposed,822,137,AF,5.5062992205740375
Proposed,823,137,ATR,3.775276842769921
Proposed,824,137,CA,2.100347682591475
Proposed,825,137,CC,4.734164630959517
Proposed,826,137,CG,4.238378539517689
Proposed,827,137,CST,4.793226053311971
Proposed,828,138,AF,5.546451173984548
Proposed,829,138,ATR,3.551044826795814
Proposed,830,138,CA,2.5435185135705596
Proposed,831,138,CC,4.711647028250743
Proposed,832,138,CG,4.7759934010174145
Proposed,833,138,CST,3.9740322613125847
Proposed,834,139,AF,6.12688207752071
Proposed,835,139,ATR,3.9139163199602027
Proposed,836,139,CA,3.1105703833601837
Proposed,837,139,CC,4.641439285299077
Proposed,838,139,CG,5.232479323303138
Proposed,839,139,CST,4.806577252306381
Proposed,840,140,AF,5.0606386881295204
Proposed,841,140,ATR,4.713021921165919
Proposed,842,140,CA,2.6406965460602523
Proposed,843,140,CC,4.969481513283552
Proposed,844,140,CG,4.079739881840895
Proposed,845,140,CST,4.792424128843837
Proposed,846,141,AF,5.57745978929924
Proposed,847,141,ATR,3.5982890492366897
Proposed,848,141,CA,1.4927635134435435
Proposed,849,141,CC,5.764169949619679
Proposed,850,141,CG,4.535344086012137
Proposed,851,141,CST,4.389034915734245
Proposed,852,142,AF,5.785310674492758
Proposed,853,142,ATR,3.7480237504050513
Proposed,854,142,CA,5.213030926529108
Proposed,855,142,CC,4.766392859696174
Proposed,856,142,CG,4.1359497228289674
Proposed,857,142,CST,4.301669842726329
Proposed,858,143,AF,5.628343608615688
Proposed,859,143,ATR,4.358588399275218
Proposed,860,143,CA,6.205963024899945
Proposed,861,143,CC,4.627244775717848
Proposed,862,143,CG,4.326812735933836
Proposed,863,143,CST,4.914288180863749
Proposed,864,144,AF,5.113497742958876
Proposed,865,144,ATR,3.5221986965126066
Proposed,866,144,CA,4.237463672057224
Proposed,867,144,CC,5.333688413328345
Proposed,868,144,CG,5.302043879429389
Proposed,869,144,CST,4.244485411828039
Proposed,870,145,AF,6.593864038778636
Proposed,871,145,ATR,4.614726038240921
Proposed,872,145,CA,4.847829598077022
Proposed,873,145,CC,5.054583782884174
Proposed,874,145,CG,4.670782542065148
Proposed,875,145,CST,3.8320535876007127
Proposed,876,146,AF,4.905790308414083
Proposed,877,146,ATR,4.1817681514393525
Proposed,878,146,CA,2.296211579489061
Proposed,879,146,CC,5.157095559353156
Proposed,880,146,CG,4.979580873055026
Proposed,881,146,CST,3.887542683780357
Proposed,882,147,AF,5.493718339119043
Proposed,883,147,ATR,4.1760954020958545
Proposed,884,147,CA,2.9737188599357984
Proposed,885,147,CC,4.735721669617916
Proposed,886,147,CG,4.3641504386407926
Proposed,887,147,CST,3.822468611014927
Proposed,888,148,AF,5.4277775576241805
Proposed,889,148,ATR,4.372749526519657
Proposed,890,148,CA,4.0898290306052925
Proposed,891,148,CC,5.579542905317386
Proposed,892,148,CG,5.694772201004551
Proposed,893,148,CST,4.368939035283951
Proposed,894,149,AF,6.13486741234942
Proposed,895,149,ATR,4.216532516254187
Proposed,896,149,CA,2.242484195626956
Proposed,897,149,CC,5.2735676160349385
Proposed,898,149,CG,4.17219815816097
Proposed,899,149,CST,3.937557007668271
Proposed,900,150,AF,5.4896990374516355
Proposed,901,150,ATR,4.603359660941411
Proposed,902,150,CA,3.4447694612976045
Proposed,903,150,CC,4.968625159238681
Proposed,904,150,CG,4.571403407898564
Proposed,905,150,CST,4.870295552484143
Proposed,906,151,AF,5.394403728431621
Proposed,907,151,ATR,3.9703855760183773
Proposed,908,151,CA,3.647487908619793
Proposed,909,151,CC,5.397306751869491
Proposed,910,151,CG,4.58490420447642
Proposed,911,151,CST,3.689855950641679
Proposed,912,152,AF,4.982592584429898
Proposed,913,152,ATR,3.124167911527204
Proposed,914,152,CA,6.211347687892942
Proposed,915,152,CC,5.250709323106683
Proposed,916,152,CG,4.806032260686177
Proposed,917,152,CST,5.016101671027445
Proposed,918,153,AF,5.926546093961153
Proposed,919,153,ATR,3.330313629647745
Proposed,920,153,CA,2.329563772900218
Proposed,921,153,CC,4.796831520567046
Proposed,922,153,CG,4.599108065582889
Proposed,923,153,CST,5.103727838619527
Proposed,924,154,AF,6.270743318235507
Proposed,925,154,ATR,4.072638596094836
Proposed,926,154,CA,1.7052340728742024
Proposed,927,154,CC,5.501495984887079
Proposed,928,154,CG,5.519138305735669
Proposed,929,154,CST,4.49348220159407
Proposed,930,155,AF,4.841622227839549
Proposed,931,155,ATR,3.539907565651586
Proposed,932,155,CA,2.40209780741137
Proposed,933,155,CC,5.189362324962944
Proposed,934,155,CG,4.562702837979934
Proposed,935,155,CST,4.069375099223543
Proposed,936,156,AF,5.099201212926161
Proposed,937,156,ATR,5.205963299584859
Proposed,938,156,CA,3.8949530635439085
Proposed,939,156,CC,5.674683282114755
Proposed,940,156,CG,5.061659547319144
Proposed,941,156,CST,4.779667755948464
Proposed,942,157,AF,6.440989656372633
Proposed,943,157,ATR,4.058262437687051
Proposed,944,157,CA,5.995260716048244
Proposed,945,157,CC,6.085758319679072
Proposed,946,157,CG,5.625628028967411
Proposed,947,157,CST,4.27423671516476
Proposed,948,158,AF,5.845042327167323
Proposed,949,158,ATR,3.446511690053283
Proposed,950,158,CA,3.520072844858346
Proposed,951,158,CC,4.455769033689638
Proposed,952,158,CG,4.311940952219993
Proposed,953,158,CST,4.129513044922636
Proposed,954,159,AF,5.847079862611404
Proposed,955,159,ATR,3.8259730214351584
Proposed,956,159,CA,2.494037238791946
Proposed,957,159,CC,4.9539062561777705
Proposed,958,159,CG,4.421890266073709
Proposed,959,159,CST,3.8665568388315914
Proposed,960,160,AF,5.845777953415086
Proposed,961,160,ATR,5.083933702846158
Proposed,962,160,CA,4.453785906117146
Proposed,963,160,CC,5.319468494534088
Proposed,964,160,CG,4.915913022219458
Proposed,965,160,CST,3.629954177275194
Proposed,966,161,AF,5.606338621716946
Proposed,967,161,ATR,3.978183546551552
Proposed,968,161,CA,1.6683620618967498
Proposed,969,161,CC,4.974538665039065
Proposed,970,161,CG,4.6506619741774795
Proposed,971,161,CST,4.804079282224114
Proposed,972,162,AF,6.045236612784238
Proposed,973,162,ATR,4.5897691378723104
Proposed,974,162,CA,2.8527905245573155
Proposed,975,162,CC,4.86209079959249
Proposed,976,162,CG,4.5663364860987565
Proposed,977,162,CST,4.621808663321964
Proposed,978,163,AF,5.593012474288958
Proposed,979,163,ATR,4.0034285001107115
Proposed,980,163,CA,4.477628357919708
Proposed,981,163,CC,5.157774014838489
Proposed,982,163,CG,5.359427038979291
Proposed,983,163,CST,5.134616067457171
Proposed,984,164,AF,4.917426186535751
Proposed,985,164,ATR,4.035355490696528
Proposed,986,164,CA,5.820693083609078
Proposed,987,164,CC,4.87069032420145
Proposed,988,164,CG,5.2295588404920865
Proposed,989,164,CST,4.040910779240552
Proposed,990,165,AF,5.437263434918636
Proposed,991,165,ATR,3.8653831607579696
Proposed,992,165,CA,1.9356018444080738
Proposed,993,165,CC,4.9759971027229035
Proposed,994,165,CG,5.428962354554187
Proposed,995,165,CST,4.296315473319896
Proposed,996,166,AF,6.563612764512931
Proposed,997,166,ATR,4.253288948155574
Proposed,998,166,CA,5.66747788995443
Proposed,999,166,CC,4.649657372114052
Proposed,1000,166,CG,4.086474552998421
Proposed,1001,166,CST,3.4279105999869
Proposed,1002,167,AF,5.8863988692739735
Proposed,1003,167,ATR,4.085483942711062
Proposed,1004,167,CA,7.598094941488351
Proposed,1005,167,CC,6.208801566733146
Proposed,1006,167,CG,4.57184101957113
Proposed,1007,167,CST,4.603843142177828
Proposed,1008,168,AF,5.384978998656484
Proposed,1009,168,ATR,4.003327155375864
Proposed,1010,168,CA,3.056589243540997
Proposed,1011,168,CC,5.394856923953934
Proposed,1012,168,CG,4.502078294886192
Proposed,1013,168,CST,3.944763074308544
Proposed,1014,169,AF,5.499425365799049
Proposed,1015,169,ATR,3.9798647899885764
Proposed,1016,169,CA,1.6810250027222695
Proposed,1017,169,CC,5.3126629421701015
Proposed,1018,169,CG,4.813878807685226
Proposed,1019,169,CST,4.270889789281615
Proposed,1020,170,AF,5.189265255943292
Proposed,1021,170,ATR,4.691448862861377
Proposed,1022,170,CA,2.259250494124387
Proposed,1023,170,CC,5.145794945522865
Proposed,1024,170,CG,4.635606422262468
Proposed,1025,170,CST,4.323459357285864
Proposed,1026,171,AF,5.20875007050774
Proposed,1027,171,ATR,5.001193970171722
Proposed,1028,171,CA,2.6244389811165374
Proposed,1029,171,CC,5.3109908572484175
Proposed,1030,171,CG,4.999885405632519
Proposed,1031,171,CST,4.553202925365227
Proposed,1032,172,AF,4.975001308356359
Proposed,1033,172,ATR,4.073750645193836
Proposed,1034,172,CA,3.297022269271999
Proposed,1035,172,CC,5.2567814303231435
Proposed,1036,172,CG,4.311850196334382
Proposed,1037,172,CST,3.8758394033777397
Proposed,1038,173,AF,4.679051029286253
Proposed,1039,173,ATR,3.8411369236620305
Proposed,1040,173,CA,2.0035030719716986
Proposed,1041,173,CC,4.78240232069477
Proposed,1042,173,CG,5.3636282614436785
Proposed,1043,173,CST,3.828478920456967
Proposed,1044,174,AF,5.493652712654853
Proposed,1045,174,ATR,4.724058448499099
Proposed,1046,174,CA,2.2011408371613816
Proposed,1047,174,CC,5.409516086496274
Proposed,1048,174,CG,5.264817807588742
Proposed,1049,174,CST,4.050720328301682
Proposed,1050,175,AF,6.220990734258619
Proposed,1051,175,ATR,3.9346479452842122
Proposed,1052,175,CA,1.8076485606951442
Proposed,1053,175,CC,5.246914389642667
Proposed,1054,175,CG,4.231823983024264
Proposed,1055,175,CST,4.708224984728941
Proposed,1056,176,AF,5.5253321469443595
Proposed,1057,176,ATR,3.9247630264313598
Proposed,1058,176,CA,2.286319905916465
Proposed,1059,176,CC,4.769103911748733
Proposed,1060,176,CG,4.954735122456181
Proposed,1061,176,CST,4.041124651473369
Proposed,1062,177,AF,5.865978319620255
Proposed,1063,177,ATR,5.331523390782775
Proposed,1064,177,CA,2.919986478759385
Proposed,1065,177,CC,5.815281236003695
Proposed,1066,177,CG,4.701625608182568
Proposed,1067,177,CST,4.18869135992056
Proposed,1068,178,AF,5.616221520341052
Proposed,1069,178,ATR,4.1257005034025935
Proposed,1070,178,CA,3.2761615786291403
Proposed,1071,178,CC,5.009821046775392
Proposed,1072,178,CG,5.107168143494995
Proposed,1073,178,CST,3.9627062473027044
Proposed,1074,179,AF,5.398688739172139
Proposed,1075,179,ATR,3.603302131788026
Proposed,1076,179,CA,2.9857926590618797
Proposed,1077,179,CC,4.976054383785553
Proposed,1078,179,CG,4.697751936972286
Proposed,1079,179,CST,4.292663698601411
Proposed,1080,180,AF,6.867780863964127
Proposed,1081,180,ATR,4.30086513652168
Proposed,1082,180,CA,4.094358217170665
Proposed,1083,180,CC,5.324333436751749
Proposed,1084,180,CG,5.359879954812273
Proposed,1085,180,CST,4.186116776085199
Proposed,1086,181,AF,8.186644344807773
Proposed,1087,181,ATR,4.385573536863277
Proposed,1088,181,CA,6.356798719124214
Proposed,1089,181,CC,4.821663402907332
Proposed,1090,181,CG,4.575849577453824
Proposed,1091,181,CST,4.84867548774308
Proposed,1092,182,AF,6.178917460617758
Proposed,1093,182,ATR,4.240927429276105
Proposed,1094,182,CA,3.1574305998618057
Proposed,1095,182,CC,5.810576843864266
Proposed,1096,182,CG,5.718599261718522
Proposed,1097,182,CST,4.7473334663520435
Proposed,1098,183,AF,5.132391148346088
Proposed,1099,183,ATR,4.280445630029063
Proposed,1100,183,CA,2.8185516204437873
Proposed,1101,183,CC,5.578885577507857
Proposed,1102,183,CG,4.844301345309703
Proposed,1103,183,CST,4.681776300713265
Proposed,1104,184,AF,5.876153138362712
Proposed,1105,184,ATR,4.311032864802455
Proposed,1106,184,CA,3.0505582499590473
Proposed,1107,184,CC,4.782353187930697
Proposed,1108,184,CG,4.743493800499752
Proposed,1109,184,CST,5.060567503455281
Proposed,1110,185,AF,6.259574286792876
Proposed,1111,185,ATR,4.4605010640695655
Proposed,1112,185,CA,3.8788426074166664
Proposed,1113,185,CC,4.845673109970025
Proposed,1114,185,CG,3.9304771185347653
Proposed,1115,185,CST,4.333310385958255
Proposed,1116,186,AF,5.868551372072412
Proposed,1117,186,ATR,4.234235500585685
Proposed,1118,186,CA,2.431903240597866
Proposed,1119,186,CC,5.173943608991615
Proposed,1120,186,CG,5.133606987199884
Proposed,1121,186,CST,4.945683361413388
Proposed,1122,187,AF,5.723428625422166
Proposed,1123,187,ATR,3.266209075886064
Proposed,1124,187,CA,6.394550855228588
Proposed,1125,187,CC,4.869572775666198
Proposed,1126,187,CG,3.9802455068998337
Proposed,1127,187,CST,3.7180818817788204
Proposed,1128,188,AF,5.831781382448667
Proposed,1129,188,ATR,3.995765867516176
Proposed,1130,188,CA,4.625346011527246
Proposed,1131,188,CC,4.6395033941009824
Proposed,1132,188,CG,4.906195620531624
Proposed,1133,188,CST,4.060746705502656
Proposed,1134,189,AF,6.2006855644948065
Proposed,1135,189,ATR,4.916754339478137
Proposed,1136,189,CA,7.083990236285922
Proposed,1137,189,CC,5.432091139693072
Proposed,1138,189,CG,5.201613399221518
Proposed,1139,189,CST,4.268902511373156
Proposed,1140,190,AF,5.844711099594704
Proposed,1141,190,ATR,3.886062452121636
Proposed,1142,190,CA,4.938740385741075
Proposed,1143,190,CC,5.102254989010911
Proposed,1144,190,CG,4.697073570425411
Proposed,1145,190,CST,3.7994023400857206
Proposed,1146,191,AF,5.564502486729794
Proposed,1147,191,ATR,5.712718370364178
Proposed,1148,191,CA,2.2430132978197554
Proposed,1149,191,CC,5.621722303263323
Proposed,1150,191,CG,5.01672486214989
Proposed,1151,191,CST,6.377152419899759
Proposed,1152,192,AF,4.982570499052974
Proposed,1153,192,ATR,3.8602996935487903
Proposed,1154,192,CA,1.8550504450864387
Proposed,1155,192,CC,5.20506642633978
Proposed,1156,192,CG,4.993025610064149
Proposed,1157,192,CST,4.6656970994156035
Proposed,1158,193,AF,5.253741712779053
Proposed,1159,193,ATR,3.2744648733178106
Proposed,1160,193,CA,2.0865974431140124
Proposed,1161,193,CC,4.795779784258026
Proposed,1162,193,CG,5.226135725689268
Proposed,1163,193,CST,4.064487378183577
Proposed,1164,194,AF,4.515540328979936
Proposed,1165,194,ATR,4.777783386271302
Proposed,1166,194,CA,5.448730221684148
Proposed,1167,194,CC,6.266611599081654
Proposed,1168,194,CG,5.28597585820568
Proposed,1169,194,CST,4.610249858134591
Proposed,1170,195,AF,6.24380411109164
Proposed,1171,195,ATR,3.8196932414610614
Proposed,1172,195,CA,1.513799751367042
Proposed,1173,195,CC,5.012620055600878
Proposed,1174,195,CG,5.2048153460237145
Proposed,1175,195,CST,5.266113390052385
Proposed,1176,196,AF,6.1849209049964795
Proposed,1177,196,ATR,5.448018328790424
Proposed,1178,196,CA,1.9957134263124527
Proposed,1179,196,CC,6.449896394965699
Proposed,1180,196,CG,5.70013819043472
Proposed,1181,196,CST,5.76643483288543
Proposed,1182,197,AF,6.861821497156186
Proposed,1183,197,ATR,3.7735468263456386
Proposed,1184,197,CA,9.714138732012849
